2021-02-19 10:01:56,b'RT @Sindicato_SATSE: No podemos entender c\xc3\xb3mo no hay ni un solo representante de @sanidadgob en el Comit\xc3\xa9 T\xc3\xa9cnico que asesorar\xc3\xa1 al Gobierno\xe2\x80\xa6'
2021-02-19 10:01:50,"b'#BLM #AntifaTerrorist.V\xc3\xa1ndalos en #Catalunya est\xc3\xa1n financiados por #Soros, su objetivo es destruir la economia de\xe2\x80\xa6 https://t.co/0NkJ8mMDQW'"
2021-02-19 10:01:50,b'RT @itremurcia: \xe2\x9c\x85 El seguro #COVID19 \xf0\x9f\x98\xb7 que activar\xc3\xa1 la #Regi\xc3\xb3ndeMurcia como una medida dentro del Plan de Reactivaci\xc3\xb3n del turismo en el di\xe2\x80\xa6'
2021-02-19 10:01:48,"b'RT @lopezobrador_: La vacunaci\xc3\xb3n contra el #COVID19 llegar\xc3\xa1 a todos los municipios, no se har\xc3\xa1n distinciones. Conferencia matutina. https:/\xe2\x80\xa6'"
2021-02-19 10:01:47,b'RT @OBichero: Amartizando #humor #davila #humorgalego #obichero #covid19 #covid_19 #RoverLanding #PerseveranceRover #mars2021 #NASAPersever\xe2\x80\xa6'
2021-02-19 10:01:37,b'RT @lahistoriaec: Ministro de Salud Juan Zevallos invita a rectores de Universidades a recibir vacuna contra el #Covid19. El rector de la U\xe2\x80\xa6'
2021-02-19 10:01:34,b'RT @mabarnier: Supermercado en #Israel exige carnet de vacunaci\xc3\xb3n para permitir el ingreso y entrega un stcker AMARILLO como distintivo \xf0\x9f\xa7\x90 Q\xe2\x80\xa6'
2021-02-19 10:01:31,b'RT @b_onix: Hoy hay Pleno de @JMDHortaleza y presentamos @MasHortaleza una proposici\xc3\xb3n #STOPbasura para un Plan de Choque de Limpieza porqu\xe2\x80\xa6'
2021-02-19 10:01:30,b'\xc2\xbfYa est\xc3\xa1s pensando en viajar ahora que existe una vacuna para el #COVID19? \xf0\x9f\x98\x9c\n\n#Cuba es un destino ideal para olvida\xe2\x80\xa6 https://t.co/sgJdv2bhuT'
2021-02-19 10:01:25,"b'RT @EmbajadaRusaVen: \xf0\x9f\x92\xaaA pesar de las sanciones ilegales y el bloqueo de las cuentas bancarias, #Venezuela avanza en su lucha contra el #COV\xe2\x80\xa6'"
2021-02-19 10:01:19,"b'Y a diferencia de todos los paises de nuestro entorno, Espa\xc3\xb1a es el \xc3\xbanico que no tiene enfermera domiciliaria para\xe2\x80\xa6 https://t.co/QgVWDfy90I'"
2021-02-19 10:01:18,"b'RT @AytoBollullos: \xf0\x9f\x94\xb5Tras la publicaci\xc3\xb3n en #Boja, se adelanta el cierre perimetral de #Bollullos a las 00:00 horas del viernes 19 febrero 2\xe2\x80\xa6'"
2021-02-19 10:01:18,"b'RT @kafiat: Mi madre, 89 a\xc3\xb1os. Acaban de ponerle la primera dosis de la vacuna para la #COVID19. Me ha dicho textualmente: como yo no tengo\xe2\x80\xa6'"
2021-02-19 10:01:12,"b'El #SARSCoV2 / #COVID19 pasar\xc3\xa1 a ser end\xc3\xa9mico: prep\xc3\xa1rate para la nueva normalidad, que no ser\xc3\xa1 como la vieja normal\xe2\x80\xa6 https://t.co/0UCzoMhItY'"
2021-02-19 10:01:11,"b'\xc3\x81frica, el continente sobre el que no vemos informaci\xc3\xb3n de la #COVID19 en los medios. https://t.co/ATL3udDHtA'"
2021-02-19 10:01:08,b'\xf0\x9f\x93\x95 Revisi\xc3\xb3n: Siguen a\xc3\xb1adi\xc3\xa9ndose y persistiendo nuevos s\xc3\xadntomas al S\xc3\xadndrome Post-COVID-19\n\xe2\x9e\xa1\xef\xb8\x8fmedRxiv 2021. doi:\xe2\x80\xa6 https://t.co/Oo0tgZhtaP'
2021-02-19 10:01:06,b'RT @Share4Rare_es: https://t.co/DEd0y9wJMg \xe2\xac\x85\xef\xb8\x8f Estamos creando un registro de #pacientes para comprender mejor c\xc3\xb3mo afecta la #COVID19 a per\xe2\x80\xa6'
2021-02-19 10:01:04,b'Dando forma al futuro de la Incubaci\xc3\xb3n empresarial.\n\n\xf0\x9f\x93\xb0 Estudio de nuestra Red @EUBIC  \xf0\x9f\x91\x89  C\xc3\xb3mo los BICs europeos nos\xe2\x80\xa6 https://t.co/rRdv6NZlMD'
2021-02-19 10:01:03,b'RT @OBichero: Amartizando #humor #davila #humorgalego #obichero #covid19 #covid_19 #RoverLanding #PerseveranceRover #mars2021 #NASAPersever\xe2\x80\xa6'
2021-02-19 10:01:03,"b'Ainhoa El\xc3\xb3segi, m\xc3\xa9dica especialista en Medicina Preventiva y Salud P\xc3\xbablica, impartir\xc3\xa1 el 11 de marzo a partir de la\xe2\x80\xa6 https://t.co/cb1sP7DFBK'"
2021-02-19 10:01:00,"b'El @TriajeSET ofrece una completa gama de soluciones: triaje hospitalario, de atenci\xc3\xb3n primaria, telef\xc3\xb3nico, embarc\xe2\x80\xa6 https://t.co/FUNaI5qVXk'"
2021-02-19 10:01:00,"b'RT @Dannyred2020: Yo no ped\xc3\xad ser epil\xc3\xa9ptico, tampoco tener #COVID19 trabaje siempre  para q la gente este comunicada ante este #virus \xf0\x9f\x98\x94\n#Bu\xe2\x80\xa6'"
2021-02-19 10:00:57,b'RT @sanidadgob: \xf0\x9f\x94\xb4 \xc3\x9aLTIMA HORA: Espa\xc3\xb1a recibe 396.000 nuevas dosis de la vacuna \xf0\x9f\x92\x89 de AstraZeneca y la Universidad de Oxford contra el #COVID\xe2\x80\xa6'
2021-02-19 10:00:56,b'RT @jjaranaz94: Procesi\xc3\xb3n del Santo Entierro de #Pamplona/ #Iru\xc3\xb1a en Viernes Santo:\n\nhttps://t.co/QvxggXJoIm\n\n#Procesi\xc3\xb3n #SantoEntierro #Fe\xe2\x80\xa6'
2021-02-19 10:00:56,b'#COVID19 R\xc3\xa9cord de contagios en un solo d\xc3\xada. El Ministerio de Salud report\xc3\xb3 este jueves 17 nuevos fallecimientos y\xe2\x80\xa6 https://t.co/3GyQdoiCEX'
2021-02-19 10:00:56,"b'El sistema sanitario ha sabido reaccionar ante el #COVID19 con profesionalidad, creatividad y enorme generosidad\xe2\x80\xa6 https://t.co/zCex1hAyPF'"
2021-02-19 10:00:54,b'RT @jjaranaz94: Procesi\xc3\xb3n del Santo Entierro de #Carcastillo / #Zarrakaztelu en Viernes Santo:\n\nhttps://t.co/QnFYfpB6u2\n\n#Navarra #SantoEnt\xe2\x80\xa6'
2021-02-19 10:00:52,b'RT @jjaranaz94: Procesi\xc3\xb3n del Santo Entierro de #Rada (#Navarra) en Viernes Santo:\n\nhttps://t.co/6DjzPUdM38\n\n#Procesi\xc3\xb3n #SantoEntierro #Fel\xe2\x80\xa6'
2021-02-19 10:00:49,b'RT @jjaranaz94: \xc2\xa1#FelizViernesATodos y #FelizFinde!\n\nPara hoy hemos preparado un reboot del desaparecido #21d\xc3\xadas y nos ponemos al frente de\xe2\x80\xa6'
2021-02-19 10:00:48,"b'RT @EmbajadaRusaVen: \xf0\x9f\x92\xaaA pesar de las sanciones ilegales y el bloqueo de las cuentas bancarias, #Venezuela avanza en su lucha contra el #COV\xe2\x80\xa6'"
2021-02-19 10:00:45,"b'\xe2\x84\xb9\xef\xb8\x8f Esclerosis M\xc3\xbaltiple Espa\xc3\xb1a (@esclerosiseme) publica una ""Gu\xc3\xada r\xc3\xa1pida"" con la informaci\xc3\xb3n m\xc3\xa1s importante sobre\xe2\x80\xa6 https://t.co/PACwyY9vnN'"
2021-02-19 10:00:38,"b'RT @es_Khamenei: Yo ruego que todos aquellos capaces de influir en la lucha contra el #COVID19, tanto entre los responsables como entre la\xe2\x80\xa6'"
